customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,county,is_rural,location_type,mpesa_usage_score,mpesa_engagement,mpesa_monthly_transactions,bonga_points,days_since_bonga_redemption,bonga_active,has_safaricom_home,competitor_exposure,high_competitor_risk,network_quality_score,network_satisfaction,uses_data_rollover,data_bundle_tier,avg_monthly_data_gb,digital_loyalty_score,rural_network_risk,price_sensitive_risk,customer_engagement_score
0839-JTCUD,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,5958.85,0,Mombasa,0,urban,45.0,medium,3,3941.8,158,0,0,5,1,8,satisfied,1,premium,47.116103903327144,37.511466666666664,0,1,28.5
5494-WOZRZ,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,0,Kakamega,1,rural,100.0,high,8,3329.0,173,0,0,4,1,4,dissatisfied,0,premium,3.4020335516326035,68.87733333333333,1,1,30.0
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,0,Nairobi,0,urban,81.5,high,15,1656.9,242,0,1,5,1,5,neutral,1,premium,13.453055245857106,53.3184,0,1,64.45
2234-EOFPT,Male,0,Yes,No,72,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.35,5753.25,0,Thika,0,urban,100.0,high,10,3577.7,110,0,1,2,0,9,satisfied,1,premium,35.57905852559696,69.54053333333333,0,0,70.0
8619-IJNDK,Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.05,4492.9,0,Nakuru,0,urban,49.5,medium,7,3199.1,131,0,0,3,0,9,satisfied,1,premium,1.4174568716658298,38.23093333333333,0,0,29.85
8378-LKJAF,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,0,Nairobi,0,urban,75.0,high,6,2065.3,30,1,1,4,1,4,dissatisfied,1,unlimited,2.9860642302753595,50.507466666666666,0,1,82.5
8182-BJDSI,Female,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.95,2625.55,1,Nairobi,0,urban,88.10000000000001,high,9,1541.9,3,1,1,4,1,4,dissatisfied,1,premium,16.350356287263615,56.97173333333334,0,1,86.43
2528-HFYZX,Male,1,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1233.4,1,Nairobi,0,urban,52.7,medium,6,1466.9,17,1,1,5,1,5,neutral,0,premium,24.684590123440724,35.531733333333335,0,1,60.81
1153-GNOLC,Male,0,No,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,39.1,1309.0,0,Kisumu,0,urban,100.0,high,14,1717.2,337,0,0,5,1,9,satisfied,1,standard,0.5550046638602291,64.5792,0,0,45.0
3298-QEICA,Female,0,Yes,Yes,23,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,34.6,813.45,0,Mombasa,0,urban,100.0,high,10,1336.2,231,0,0,4,1,6,neutral,0,standard,15.097438412958905,63.5632,0,0,30.0
0788-DXBFY,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.55,1108.8,0,Nakuru,0,urban,48.5,medium,3,3283.1,289,0,0,2,0,7,neutral,1,basic,4.932988986902943,37.854933333333335,0,0,29.549999999999997
3597-YASZG,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.45,7349.35,0,Mombasa,0,urban,44.1,medium,4,4195.9,47,1,0,4,1,8,satisfied,1,unlimited,13.587191354498213,37.64906666666667,0,1,48.230000000000004
3496-LFSZU,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,294.2,0,Mombasa,0,urban,100.0,high,7,682.0,62,1,0,5,1,6,neutral,1,premium,11.362605600263622,61.818666666666665,0,1,65.0
5242-UOWHD,Male,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,929.2,0,Thika,0,urban,100.0,high,9,2125.7,269,0,0,4,1,10,satisfied,0,basic,34.134674137510125,65.66853333333333,0,0,30.0
2482-CZGBB,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,740.0,1,Nairobi,0,urban,62.2,high,7,522.0,89,1,0,5,1,9,satisfied,0,premium,5.312838041988377,38.712,0,0,38.66
6479-SZPLM,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,754.5,0,Nyeri,0,urban,100.0,high,6,1467.9,86,1,0,2,0,6,neutral,0,basic,97.963882205397,63.9144,0,0,50.0
8097-VBQTZ,Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.9,3883.3,0,Kakamega,1,rural,66.0,high,3,2464.8,288,0,0,4,1,6,neutral,1,premium,30.693711963417943,46.1728,0,0,34.8
4500-HKANN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,59.7,1414.2,0,Uasin Gishu,0,urban,64.5,high,7,1138.4,80,1,0,5,1,5,dissatisfied,1,standard,7.402259515295404,41.73573333333333,0,0,54.349999999999994
9917-KWRBE,Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),78.35,3211.2,0,Nakuru,0,urban,33.5,medium,4,2445.7,169,0,1,5,1,9,satisfied,0,premium,4.570246809832355,26.621866666666666,0,1,35.05
3420-ZDBMA,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,371.6,0,Nyeri,0,urban,60.5,high,6,262.9,204,0,1,3,0,7,satisfied,0,premium,30.022891810891096,37.00106666666667,0,0,43.15
2212-LYASK,Male,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.85,1246.4,0,Nairobi,0,urban,100.0,high,14,1349.7,111,0,0,5,1,8,satisfied,1,standard,12.783421989459573,63.5992,0,0,45.0
1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,95.85,0,Nairobi,0,urban,68.10000000000001,high,6,569.7,98,0,1,4,1,6,neutral,1,premium,36.52241442192175,42.379200000000004,0,1,60.43000000000001
8069-RHUXK,Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),35.7,2545.7,0,Nairobi,0,urban,59.5,medium,3,3181.4,170,0,0,3,0,8,satisfied,1,standard,17.679819190237307,44.18373333333333,0,0,32.849999999999994
3398-GCPMU,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.55,6448.85,0,Malindi,1,rural,82.0,high,7,3306.1,184,0,0,1,0,7,neutral,1,premium,0.6800355404567554,58.01626666666667,0,0,39.599999999999994
2908-WGAXL,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1468.9,0,Nairobi,0,urban,100.0,high,6,3197.9,142,0,1,5,1,8,satisfied,1,basic,7.642982481040837,68.52773333333333,0,0,70.0
3378-AJRAO,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.85,1013.6,0,Nakuru,0,urban,28.5,low,1,2198.7,305,0,0,4,1,5,dissatisfied,1,basic,12.973026561323621,22.963199999999997,0,0,23.549999999999997
1013-QCWAM,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,6690.75,0,Machakos,1,rural,100.0,high,5,3527.6,242,0,0,2,0,2,dissatisfied,0,unlimited,1.4274204361106282,69.40693333333333,1,0,30.0
0866-QLSIR,Female,0,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,64.4,2088.75,1,Kakamega,1,rural,100.0,high,9,1510.8,70,1,0,3,0,7,neutral,0,premium,38.976613391195805,64.0288,0,0,50.0
6050-FFXES,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.35,7240.65,0,Nakuru,0,urban,90.4,high,3,3535.7,62,1,1,4,1,5,dissatisfied,0,unlimited,7.6428695949597545,63.668533333333336,0,1,72.12
7181-BQYBV,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.45,102.45,1,Nairobi,0,urban,22.6,low,1,559.9,69,1,1,4,1,5,neutral,0,unlimited,2.4412072358428993,15.053066666666666,0,1,51.78
0362-RAOQO,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,830.25,0,Kakamega,1,rural,35.0,medium,7,2527.3,140,0,0,5,1,3,dissatisfied,0,basic,5.671175816276958,27.739466666666665,1,0,10.5
9554-DFKIC,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,1588.7,0,Nakuru,0,urban,29.3,low,3,2026.9,103,0,0,5,1,9,satisfied,0,standard,7.194492694778292,22.985066666666665,0,0,8.79
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,829.3,0,Nairobi,0,urban,24.5,low,1,400.0,338,0,0,3,0,6,neutral,1,premium,17.93449021822965,15.766666666666666,0,0,22.35
0829-DDVLK,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,302.45,0,Nairobi,0,urban,51.5,medium,5,815.2,162,0,1,3,0,9,satisfied,1,basic,37.33385152576445,33.07386666666667,0,0,55.45
1399-UBQIU,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,712.25,0,Nyeri,0,urban,87.4,high,9,219.70000000000005,353,0,0,5,1,7,satisfied,1,premium,1.7236366921273083,53.02586666666667,0,0,41.22
1813-JLKWR,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,1336.65,0,Uasin Gishu,0,urban,100.0,high,4,2782.6,215,0,0,3,0,10,satisfied,0,basic,22.793950455582074,67.42026666666666,0,0,30.0
0336-PIKEI,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,0,Kakamega,1,rural,100.0,high,14,3701.8,124,0,0,2,0,5,dissatisfied,0,premium,3.0211087978664843,69.87146666666666,1,0,30.0
7322-OCWHC,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,6735.05,0,Kakamega,1,rural,100.0,high,16,3633.1,35,1,0,1,0,5,dissatisfied,1,premium,16.498345865302216,69.68826666666666,1,0,65.0
9537-VHDTA,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,51.2,0,Nakuru,0,urban,89.5,high,4,537.4,241,0,0,3,0,8,satisfied,1,standard,1.8696104812751477,55.133066666666664,0,0,41.849999999999994
4957-TIALW,Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,0,Nakuru,0,urban,28.5,low,3,496.20000000000005,334,0,0,5,1,7,neutral,0,premium,38.32286359753774,18.423199999999998,0,0,8.549999999999999
2054-PJOCK,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,4847.05,0,Kisumu,0,urban,100.0,high,16,3295.1,254,0,1,4,1,7,neutral,1,premium,27.83175283749054,68.78693333333334,0,1,70.0
9150-HEPMB,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,0,Mombasa,0,urban,74.0,high,6,2776.4,301,0,0,3,0,4,dissatisfied,1,standard,25.371838447233316,51.803733333333334,0,0,37.2
9030-QGZNL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,0,Kisumu,0,urban,32.0,medium,5,406.7,279,0,0,5,1,10,satisfied,1,basic,27.181432819432217,20.284533333333332,0,0,24.6
6204-IEUXJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,217.55,1,Malindi,1,rural,86.5,high,9,804.2,164,0,0,2,0,7,neutral,1,premium,8.202538126236092,54.044533333333334,0,0,40.95
3126-WQMGH,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,2583.75,0,Uasin Gishu,0,urban,68.5,high,3,2495.3,121,0,0,5,1,5,neutral,1,standard,15.989610559268307,47.754133333333336,0,0,35.55
4529-CKBCL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,146.05,1,Nyeri,0,urban,99.8,high,12,373.4,242,0,0,4,1,9,satisfied,1,premium,8.627558743255413,60.87573333333333,0,1,44.94
2506-CLAKW,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,567.45,1,Kisumu,0,urban,13.4,low,1,0.0,294,0,1,5,1,8,satisfied,1,premium,100.0,8.04,0,1,44.019999999999996
7176-WRTNX,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,0,Uasin Gishu,0,urban,64.9,high,6,3599.9,348,0,1,5,1,10,satisfied,1,unlimited,100.0,48.53973333333334,0,1,59.47
1583-IHQZE,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1384.75,1,Uasin Gishu,0,urban,20.0,low,3,1026.9,323,0,1,4,1,7,neutral,1,unlimited,5.003892368328969,14.7384,0,1,46.0
5732-IKGQH,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,0,Nakuru,0,urban,71.5,high,13,2751.9,75,1,0,5,1,8,satisfied,1,unlimited,100.0,50.2384,0,1,56.45
9239-GZHZE,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,8124.2,0,Thika,0,urban,48.0,medium,3,4317.3,332,0,1,5,1,9,satisfied,1,unlimited,43.691394802792075,40.312799999999996,0,1,54.4
7205-BAIAD,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,827.3,0,Nairobi,0,urban,100.0,high,5,2255.2,333,0,0,3,0,7,neutral,1,basic,100.0,66.01386666666667,0,0,45.0
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,70.9,1,Nakuru,0,urban,43.5,medium,3,0.0,226,0,1,5,1,4,dissatisfied,1,premium,2.438988260643829,26.099999999999998,0,1,53.05
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,220.95,1,Nairobi,0,urban,92.5,high,11,0.0,321,0,1,5,1,7,satisfied,1,premium,2.8032426830469532,55.5,0,1,67.75
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,3673.6,0,Mombasa,0,urban,100.0,high,6,2013.1,85,1,1,5,1,8,satisfied,1,premium,57.95311200723184,65.36826666666667,0,1,90.0
8064-RAVOH,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,49.85,0,Kisumu,0,urban,100.0,high,13,573.7,264,0,0,4,1,4,dissatisfied,1,standard,1.665682831128327,61.52986666666666,0,0,45.0
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,576.65,0,Uasin Gishu,0,urban,90.0,high,9,1953.6,336,0,1,2,0,10,satisfied,1,basic,8.947018168086341,59.2096,0,0,67.0
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,2331.3,1,Machakos,1,rural,57.0,medium,5,1505.7,343,0,1,2,0,3,dissatisfied,0,premium,29.988586171556143,38.215199999999996,1,0,42.099999999999994
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,74.5,1,Uasin Gishu,0,urban,78.5,high,9,214.0,202,0,1,4,1,5,neutral,1,premium,34.19357047926659,47.67066666666667,0,1,63.55
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,0,Thika,0,urban,100.0,high,9,2847.3,105,0,1,5,1,9,satisfied,1,unlimited,24.916138751990143,67.5928,0,1,70.0
3571-RFHAR,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,1,Nakuru,0,urban,83.2,high,7,3739.3,64,1,1,3,0,5,dissatisfied,0,unlimited,36.48333632934417,59.89146666666667,0,0,69.96000000000001
0015-UOCOJ,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,340.35,0,Uasin Gishu,0,urban,100.0,high,11,900.4,26,1,0,5,1,7,satisfied,0,standard,2.3561756397410414,62.401066666666665,0,0,50.0
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1789.9,0,Nairobi,0,urban,62.0,high,3,3545.2,5,1,0,3,0,5,dissatisfied,0,basic,6.11982722482042,46.65386666666666,0,0,38.599999999999994
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,908.55,0,Mombasa,0,urban,4.0,low,1,852.3,308,0,1,4,1,9,satisfied,0,unlimited,37.86629400275898,4.6728,0,1,26.2
9578-VRMNM,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1043.35,1,Mombasa,0,urban,41.0,medium,2,732.4,116,0,0,5,1,5,neutral,1,premium,13.333701988877069,26.553066666666666,0,0,27.299999999999997
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,1,Kisumu,0,urban,100.0,high,8,3901.0,145,0,0,4,1,5,neutral,0,premium,4.180016467175381,70.40266666666668,0,1,30.0
6140-QNRQQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,71.55,1,Nairobi,0,urban,87.5,high,10,673.1,163,0,1,5,1,8,satisfied,1,premium,36.26150368676679,54.29493333333333,0,1,66.25
8963-JLGJT,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,157.55,0,Nairobi,0,urban,21.5,low,1,241.8,195,0,0,5,1,9,satisfied,0,standard,6.177769411260735,13.5448,0,0,6.45
4307-KTUMW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,5029.2,1,Mombasa,0,urban,68.1,high,7,2565.8,309,0,0,3,0,7,satisfied,0,premium,10.43077491061235,47.70213333333333,0,0,20.429999999999996
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,581.7,0,Machakos,1,rural,10.0,low,3,167.79999999999995,327,0,0,2,0,3,dissatisfied,1,premium,12.032143833445438,6.447466666666666,1,0,18.0
5440-FLBQG,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,7318.2,1,Mombasa,0,urban,100.0,high,10,4004.8,287,0,0,5,1,7,neutral,1,unlimited,11.22448970023695,70.67946666666667,0,1,45.0
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,420.45,0,Kisumu,0,urban,4.5,low,0,0.0,310,0,1,5,1,9,satisfied,1,premium,27.314411274483756,2.6999999999999997,0,1,41.35
4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,0,Nairobi,0,urban,86.0,high,2,3755.9,130,0,1,4,1,7,neutral,1,unlimited,20.288902065606223,61.61573333333334,0,1,65.8
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,633.4,1,Uasin Gishu,0,urban,100.0,high,6,821.5,320,0,0,5,1,5,neutral,1,standard,2.640043447567725,62.190666666666665,0,0,45.0
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,321.65,1,Mombasa,0,urban,100.0,high,8,13.300000000000011,185,0,0,5,1,7,satisfied,0,premium,8.778278568350022,60.035466666666665,0,1,30.0
7401-JIXNM,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,4965.0,0,Nairobi,0,urban,80.0,high,7,3314.6,340,0,0,3,0,8,satisfied,1,premium,7.753873126833807,56.83893333333333,0,0,39.0
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,0,Nakuru,0,urban,100.0,high,5,3838.9,12,1,0,5,1,8,satisfied,1,premium,1.6864300960353722,70.23706666666666,0,1,65.0
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1253.9,1,Nairobi,0,urban,100.0,high,15,897.4,7,1,1,3,0,7,satisfied,1,unlimited,24.87270549126916,62.39306666666667,0,0,90.0
2672-DZUOY,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,25.15,1,Nairobi,0,urban,100.0,high,11,0.0,208,0,0,5,1,7,satisfied,1,basic,100.0,60.0,0,0,45.0
4706-DGAHW,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,0,Nairobi,0,urban,75.9,high,11,509.4,313,0,0,5,1,4,dissatisfied,1,standard,70.86515913046343,46.8984,0,0,37.769999999999996
3870-MQAMG,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,5893.15,1,Nairobi,0,urban,33.5,medium,3,3011.7,346,0,1,3,0,6,neutral,0,unlimited,31.052969153687467,28.1312,0,0,35.05
6670-MFRPK,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,5420.65,0,Nairobi,0,urban,62.5,high,7,3906.4,358,0,1,5,1,8,satisfied,1,premium,1.4295371347191819,47.91706666666667,0,1,58.75
6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,2627.35,0,Mombasa,0,urban,40.0,medium,6,2281.0,342,0,0,3,0,9,satisfied,1,standard,9.59349089845832,30.082666666666668,0,0,27.0
4800-CZMPC,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,5037.55,1,Kakamega,1,rural,83.0,high,6,2235.5,135,0,1,4,1,3,dissatisfied,1,unlimited,62.12614544098217,55.76133333333333,1,1,64.9
4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,0,Nakuru,0,urban,31.3,medium,2,604.5,316,0,1,3,0,6,neutral,0,premium,64.64766263920613,20.392000000000003,0,0,34.39
7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6589.6,0,Nakuru,0,urban,58.5,medium,4,3991.5,247,0,0,4,1,7,neutral,0,premium,18.878304824612464,45.744,0,1,17.55
7377-DMMRI,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,92.45,1,Mombasa,0,urban,100.0,high,9,211.6,183,0,0,5,1,5,neutral,1,standard,7.28391439507763,60.56426666666667,0,0,45.0
8402-EIVQS,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,6733.15,0,Nyeri,0,urban,100.0,high,16,3994.8,75,1,1,4,1,5,neutral,1,unlimited,8.444668650191758,70.6528,0,1,90.0
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,0,Mombasa,0,urban,82.0,high,11,1811.4,357,0,1,5,1,6,neutral,0,premium,15.18393063842043,54.0304,0,1,49.599999999999994
7245-NIIWQ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,199.85,0,Nairobi,0,urban,65.2,high,4,332.7,293,0,1,5,1,7,satisfied,0,premium,0.770583830269054,40.0072,0,0,44.56
